shippriority,customerclass,category,productline,warehouse,regionlookup,censusdivision,stateorprovince,orderdate,affiliate,discount,unitprice,shipcost,profit,qty,sales,orderyear
Five Day,Hospital,chair,Office Stuff,South West W02,Midwest,West North Central,Minnesota,16-10-2011,Google,0.06,433.98,10.06,-597.159,2,855,2011
Five Day,Hospital,desk,Office Stuff,Central W05,Midwest,East North Central,Illinois,07-08-2009,Yahoo,0,47.94,15.19,-98.8527,8,324,2009
Five Day,Hospital,desk,Office Stuff,Central W05,Midwest,West North Central,Iowa,09-04-2010,Google,0,205.29,53.2,-222.8605,3,701,2010
Five Day,Hospital,desk,Office Stuff,Central W05,Midwest,West North Central,Minnesota,16-03-2011,Cheap Suppliez,0.27,193.98,25,328.8356,12,"1,913.00",2011
Five Day,Hospital,desk,Office Stuff,South West W02,Midwest,East North Central,Wisconsin,12-10-2013,Supply Comparer,0.08,199.98,21.58,15.0696,9,"1,659.00",2013
Five Day,Hospital,desk,Office Stuff,South West W02,Midwest,West North Central,Iowa,25-06-2013,Eco Storez,0.02,223.98,18.58,541.9106,18,"3,643.00",2013
Five Day,Hospital,file holder,Paper Stuff,Central W05,Midwest,East North Central,Wisconsin,11-08-2012,Google,0.3,307.81,20.19,"1,417.22",9,"2,400.00",2012
Five Day,Hospital,file holder,Paper Stuff,Central W05,Midwest,West North Central,Minnesota,07-01-2012,Google,0.21,77.94,16.19,-154.4088,5,178,2012
Five Day,Hospital,file holder,Paper Stuff,North East W03,Midwest,East North Central,Illinois,12-08-2008,Cheap Suppliez,0.12,525.97,67.3,"2,661.44",9,"4,290.00",2008
Five Day,Hospital,file holder,Paper Stuff,North East W03,Midwest,East North Central,Illinois,02-04-2013,Google,0.16,309.81,20.19,239.9493,3,826,2013
Five Day,Hospital,file holder,Paper Stuff,South West W02,Midwest,East North Central,Illinois,27-11-2008,Eco Storez,0.09,227.97,11.59,"1,523.39",12,"2,565.00",2008
Five Day,Hospital,file holder,Paper Stuff,South West W02,Midwest,East North Central,Wisconsin,14-07-2010,Bing,0.18,150.98,26,-182.5055,3,404,2010
Five Day,Hospital,furniture,Office Stuff,South West W02,Midwest,East North Central,Illinois,23-04-2014,Consumer Choice,0.24,152.97,21.3,-229.1632,2,276,2014
Five Day,Hospital,furniture,Office Stuff,South West W02,Midwest,West North Central,Minnesota,26-02-2013,Yahoo,0.1,97.97,27.06,531.2692,11,949,2013
Five Day,Hospital,Ink,Printing Stuff,North East W03,Midwest,West North Central,Minnesota,20-08-2011,Bing,0.02,577.98,59.59,"-1,407.20",15,"8,122.00",2011
Five Day,Hospital,Ink,Printing Stuff,South West W02,Midwest,East North Central,Wisconsin,24-05-2013,Cheap Suppliez,0.2,470.14,9.7,132.1824,6,"2,749.00",2013
Five Day,Hospital,inkjet printer,Printing Stuff,Central W05,Midwest,East North Central,Wisconsin,03-09-2012,Google,0.18,199.98,28,-104.418,6,1156,2012
Five Day,Hospital,inkjet printer,Printing Stuff,South West W02,Midwest,East North Central,Michigan,11-06-2009,Google,0.08,560.14,10.7,-228.774,3,"1,803.00",2009
Five Day,Hospital,inkjet printer,Printing Stuff,South West W02,Midwest,East North Central,Ohio,17-01-2014,Yahoo,0.16,405.98,72.37,-959.3595,9,"3,373.00",2014
Five Day,Hospital,inkjet printer,Printing Stuff,South West W02,Midwest,West North Central,Minnesota,16-05-2011,Eco Storez,0.03,139.98,25,-116.6964,4,496,2011
Five Day,Hospital,label makers,Paper Stuff,Central W05,Midwest,West North Central,North Dakota,17-06-2014,Google,0.09,341.62,40.52,"1,442.01",10,"2,549.00",2014
Five Day,Hospital,label makers,Paper Stuff,North West W01,Midwest,East North Central,Ohio,05-04-2009,Cheap Suppliez,0.08,34.84,1.71,-10.2238,3,27,2009
Five Day,Hospital,laser printer,Printing Stuff,Central W05,Midwest,East North Central,Indiana,15-12-2014,Google,0.14,384.21,37.19,"2,341.49",13,"4,419.00",2014
Five Day,Hospital,laser printer,Printing Stuff,Central W05,Midwest,East North Central,Ohio,01-06-2009,Bing,0.3,183.98,13.01,143.9535,7,"1,085.00",2009
Five Day,Hospital,laser printer,Printing Stuff,South West W02,Midwest,West North Central,South Dakota,05-09-2012,Official Warz,0.06,148.95,70.35,-589.9104,17,"1,709.00",2012
Five Day,Hospital,markers,Writing Stuff,North West W01,Midwest,East North Central,Illinois,23-04-2013,Google,0.14,77.14,32.61,-569.2704,8,464,2013
Five Day,Hospital,markers,Writing Stuff,South West W02,Midwest,West North Central,Minnesota,07-09-2011,Google,0.16,176.45,13.85,729.0326,10,"1,151.00",2011
Five Day,Hospital,office mat,Office Stuff,Central W05,Midwest,East North Central,Illinois,11-06-2011,Google,0.12,174.98,26,112.617,41,"7,155.00",2011
Five Day,Hospital,office mat,Office Stuff,Central W05,Midwest,West North Central,Nebraska,04-07-2012,Google,0.3,96.99,37,-273.3072,2,211,2012
Five Day,Hospital,organizer,Office Stuff,Central W05,Midwest,West North Central,Iowa,19-06-2009,Bing,0.14,318.64,10.7,889.01,8,"1,976.00",2009
Five Day,Hospital,organizer,Office Stuff,Central W05,Midwest,West North Central,Iowa,25-11-2014,Bing,0.02,126.95,72.35,"-1,004.39",19,"1,890.00",2014
Five Day,Hospital,organizer,Office Stuff,North East W03,Midwest,East North Central,Illinois,05-05-2014,Cheap Suppliez,0.12,"1,378.14",10.7,"-2,647.36",2,"3,146.00",2014
Five Day,Hospital,paper,Paper Stuff,Central W05,Midwest,East North Central,Illinois,07-01-2009,Turbo Schoolz,0.06,335.98,55.95,"2,796.90",20,"6,812.00",2009
Five Day,Hospital,paper,Paper Stuff,Central W05,Midwest,East North Central,Wisconsin,05-11-2010,Cheap Suppliez,0.03,153.34,38.75,-26.271,14,"2,275.00",2010
Five Day,Hospital,paper,Paper Stuff,South West W02,Midwest,West North Central,Iowa,27-11-2008,Cheap Suppliez,0.18,150.98,33.84,-101.5476,19,"1,768.00",2008
Five Day,Hospital,pencils,Writing Stuff,Central W05,Midwest,East North Central,Illinois,19-08-2010,Supply Comparer,0.1,564.64,11.7,"-1,098.82",2,"1,218.00",2010
Five Day,Hospital,pencils,Writing Stuff,North East W03,Midwest,West North Central,Missouri,14-09-2012,Google,0.06,98.98,9.19,113.463,11,569,2012
Five Day,Hospital,pencils,Writing Stuff,North West W01,Midwest,East North Central,Michigan,27-08-2010,Print Manic,0.15,322.48,16.06,674.3575,16,"4,401.00",2010
Five Day,Hospital,pencils,Writing Stuff,South West W02,Midwest,East North Central,Ohio,26-11-2012,Supply Comparer,0,193.89,56.2,-629.8044,9,"1,706.00",2012
Five Day,Hospital,pencils,Writing Stuff,South West W02,Midwest,East North Central,Wisconsin,28-06-2014,Yahoo,0.06,53.98,0.95,-47.04,20,107,2014
Five Day,Hospital,pens,Writing Stuff,Central W05,Midwest,East North Central,Illinois,07-02-2013,Bing,0.03,273.98,38.91,"1,083.27",6,"1,871.00",2013
Five Day,Hospital,photo copier,Copying Stuff,Central W05,Midwest,East North Central,Indiana,13-10-2013,Google,0.03,310.98,50.92,"2,592.61",19,"6,667.00",2013
Five Day,Hospital,photo copier,Copying Stuff,Central W05,Midwest,East North Central,Ohio,10-05-2013,Official Warz,0.16,181.98,27,357.3995,8,"1,294.00",2013
Five Day,Hospital,photo paper,Copying Stuff,South East W04,Midwest,East North Central,Wisconsin,10-12-2013,Yahoo,0.06,604.98,142.12,-928.31,14,"8,413.00",2013
Five Day,Hospital,photo paper,Copying Stuff,South West W02,Midwest,East North Central,Illinois,22-06-2011,Official Warz,0.1,256.02,23.66,"1,328.89",22,"5,100.00",2011
Five Day,Hospital,photo paper,Copying Stuff,South West W02,Midwest,East North Central,Indiana,02-11-2011,Cheap Suppliez,0.18,205.98,52.24,478.7312,22,"3,748.00",2011
Five Day,Hospital,photo paper,Copying Stuff,South West W02,Midwest,East North Central,Michigan,25-09-2010,Supply Comparer,0.14,317.18,50.12,76.7695,7,"2,086.00",2010
Five Day,Hospital,photo paper,Copying Stuff,South West W02,Midwest,West North Central,Nebraska,05-02-2011,Google,0.1,166.98,49.92,-304.731,8,"1,064.00",2011
Five Day,Hospital,scissors,Paper Stuff,Central W05,Midwest,East North Central,Michigan,02-03-2010,Bing,0.27,188.31,56,-243.9104,15,"2,410.00",2010
Five Day,Hospital,scissors,Paper Stuff,Central W05,Midwest,West North Central,Minnesota,14-04-2009,Consumer Choice,0.3,150.99,-0.5,-58.3872,6,596,2009
Five Day,Hospital,scissors,Paper Stuff,Central W05,Midwest,West North Central,Nebraska,14-05-2012,Cheap Suppliez,0.02,141.98,28,-166.7666,1,136,2012
Five Day,Hospital,scissors,Paper Stuff,North East W03,Midwest,East North Central,Illinois,05-02-2009,Yahoo,0.02,90.58,50.11,"-1,329.55",10,541,2009
Five Day,Hospital,scissors,Paper Stuff,South West W02,Midwest,East North Central,Michigan,25-05-2012,Bing,0.06,152.89,55.2,-465.9156,3,502,2012
Five Day,Hospital,sharpner,Writing Stuff,Central W05,Midwest,West North Central,Kansas,22-04-2009,Yahoo,0.08,92.99,1.86,473.4872,21,820,2009
Five Day,Hospital,sharpner,Writing Stuff,North East W03,Midwest,East North Central,Wisconsin,14-05-2009,Google,0.03,113.81,56,-398.259,10,752,2009
Five Day,Hospital,shredders,Paper Stuff,Central W05,Midwest,East North Central,Michigan,15-06-2010,Supply Comparer,0.1,496.14,12.7,"2,933.85",17,"6,233.00",2010
Five Day,Hospital,shredders,Paper Stuff,Central W05,Midwest,West North Central,Minnesota,01-03-2012,Google,0.12,180.98,126,"-3,131.90",13,"1,718.00",2012
Five Day,Hospital,shredders,Paper Stuff,Central W05,Midwest,West North Central,North Dakota,05-01-2009,Google,0.15,261.85,26.1,658.7658,9,"2,101.00",2009
Five Day,Hospital,spirals,Copying Stuff,Central W05,Midwest,East North Central,Ohio,11-01-2009,Yahoo,0.06,217.98,26,423.947,17,"3,375.00",2009
Five Day,Hospital,spirals,Copying Stuff,South West W02,Midwest,East North Central,Ohio,01-08-2011,Supply Comparer,0.3,258.16,64.02,-283.149,4,935,2011
Five Day,Hospital,staplers,Paper Stuff,North East W03,Midwest,East North Central,Wisconsin,20-09-2013,Google,0,311.98,159.73,"2,547.16",14,"4,345.00",2013
Five Day,Hospital,staplers,Paper Stuff,North West W01,Midwest,East North Central,Illinois,21-03-2014,Google,0.12,184.45,13.85,656.1828,13,"1,615.00",2014
Five Day,Hospital,staplers,Paper Stuff,South East W04,Midwest,East North Central,Michigan,14-05-2012,Bing,0.18,164.98,49.92,-299.8314,20,"3,033.00",2012
Five Day,Hospital,staplers,Paper Stuff,South West W02,Midwest,East North Central,Ohio,11-08-2014,Google,0.21,231.29,27.21,-203.651,28,"3,508.00",2014
Five Day,Hospital,staplers,Paper Stuff,South West W02,Midwest,West North Central,Missouri,23-02-2012,Print Manic,0.18,182.98,64.27,-383.379,2,320,2012
Five Day,Hospital,tape,Paper Stuff,Central W05,Midwest,East North Central,Illinois,04-04-2008,Google,0.08,933.98,42.55,"-12,335.81",8,"7,805.00",2008
Five Day,Hospital,tape,Paper Stuff,North East W03,Midwest,East North Central,Illinois,25-05-2012,Yahoo,0.2,54.98,11.36,-184.6977,17,409,2012
Five Day,Hospital,toner,Printing Stuff,South West W02,Midwest,East North Central,Illinois,22-04-2009,Cheap Suppliez,0.24,43.89,-0.01,159.1514,14,282,2009
Five Day,School,chair,Office Stuff,North East W03,Midwest,East North Central,Indiana,02-08-2012,Google,0.15,362.21,81.84,665.1174,20,"5,077.00",2012
Five Day,School,desk,Office Stuff,South West W02,Midwest,West North Central,Iowa,10-09-2012,Google,0.16,151.98,32.84,-147.6232,1,134,2012
Five Day,School,file holder,Paper Stuff,North East W03,Midwest,West North Central,Kansas,10-04-2013,Google,0.12,167.98,26,245.2032,11,"1,634.00",2013
Five Day,School,inkjet printer,Printing Stuff,Central W05,Midwest,East North Central,Illinois,06-05-2009,Turbo Schoolz,0.27,174.98,56.49,"-1,027.42",20,"3,286.00",2009
Five Day,School,inkjet printer,Printing Stuff,Central W05,Midwest,West North Central,Iowa,08-02-2011,Google,0.18,316.81,21.19,"1,004.61",7,"1,712.00",2011
Five Day,School,inkjet printer,Printing Stuff,Central W05,Midwest,West North Central,Minnesota,17-07-2012,Supply Comparer,0.04,918.98,39.55,"4,618.01",9,"7,961.00",2012
Five Day,School,inkjet printer,Printing Stuff,South West W02,Midwest,West North Central,Missouri,21-02-2010,Bing,0,363.45,55,"-5,827.19",16,"5,511.00",2010
Five Day,School,label makers,Paper Stuff,Central W05,Midwest,East North Central,Indiana,09-01-2010,Google,0.18,105.81,58,-184.0575,13,997,2010
Five Day,School,label makers,Paper Stuff,South West W02,Midwest,East North Central,Wisconsin,03-01-2010,Supply Comparer,0.24,166.99,54.14,234.4344,15,"1,417.00",2010
Five Day,School,office mat,Office Stuff,Central W05,Midwest,East North Central,Illinois,12-01-2010,Cheap Suppliez,0.02,193.98,62.27,-633.4137,9,"1,449.00",2010
Five Day,School,paper,Paper Stuff,Central W05,Midwest,East North Central,Illinois,11-03-2010,Print Manic,0,187.34,40.75,-129.78,2,348,2010
Five Day,School,paper,Paper Stuff,Central W05,Midwest,East North Central,Wisconsin,22-02-2010,Print Manic,0.18,144.97,9,32.8197,3,294,2010
Five Day,School,photo copier,Copying Stuff,Central W05,Midwest,East North Central,Illinois,24-08-2012,Google,0.08,416.98,40.52,"2,216.39",87,"36,500.00",2012
Five Day,School,photo copier,Copying Stuff,South West W02,Midwest,East North Central,Indiana,17-01-2010,Supply Comparer,0.2,157.98,61.27,-347.9658,2,341,2010
Five Day,School,photo copier,Copying Stuff,South West W02,Midwest,East North Central,Ohio,11-07-2012,Google,0.21,178.98,44.2,-545.832,14,"1,822.00",2012
Five Day,School,photo paper,Copying Stuff,North East W03,Midwest,East North Central,Wisconsin,05-02-2010,Cheap Suppliez,0.04,516.98,22,798.3957,4,"2,407.00",2010
Five Day,School,shredders,Paper Stuff,Central W05,Midwest,West North Central,Iowa,22-11-2012,Supply Comparer,0.12,177.98,27,-148.698,2,350,2012
Five Day,School,shredders,Paper Stuff,North East W03,Midwest,East North Central,Indiana,12-04-2010,Google,0.16,125.98,33.84,-80.9368,1,131,2010
Five Day,School,shredders,Paper Stuff,South West W02,Midwest,East North Central,Wisconsin,16-03-2010,Official Warz,0.02,93.89,85.3,"-2,305.76",17,"1,307.00",2010
Five Day,School,staplers,Paper Stuff,South West W02,Midwest,East North Central,Illinois,25-09-2012,Bing,0.15,118.97,10,"1,239.46",82,"6,473.00",2012
Five Day,School,toner,Printing Stuff,North West W01,Midwest,East North Central,Illinois,11-08-2012,Turbo Schoolz,0.18,"1,514.97",24.7,"1,585.53",3,"5,125.00",2012
Five Day,Small Business,book shelf,Office Stuff,Central W05,Midwest,East North Central,Illinois,20-04-2011,Google,0.04,229.98,21.76,"2,141.61",20,"4,264.00",2011
Five Day,Small Business,book shelf,Office Stuff,Central W05,Midwest,East North Central,Michigan,02-12-2012,Print Manic,0.06,225.98,50.96,-153.8122,50,"10,971.00",2012
Five Day,Small Business,chair,Office Stuff,Central W05,Midwest,East North Central,Illinois,07-05-2014,Bing,0.18,142.99,53.14,-404.605,1,180,2014
Five Day,Small Business,desk,Office Stuff,South West W02,Midwest,West North Central,Kansas,14-10-2008,Bing,0.18,204.98,22.2,-65.9277,2,389,2008
Five Day,Small Business,file holder,Paper Stuff,Central W05,Midwest,East North Central,Illinois,01-02-2011,Bing,0.03,109.14,31.61,-196.2544,5,324,2011
Five Day,Small Business,file holder,Paper Stuff,Central W05,Midwest,East North Central,Michigan,06-04-2013,Google,0.12,124.98,26,-123.481,3,424,2013
Five Day,Small Business,file holder,Paper Stuff,South West W02,Midwest,East North Central,Illinois,13-11-2010,Official Warz,0,165.98,33.02,"1,683.00",44,"7,802.00",2010
Five Day,Small Business,furniture,Office Stuff,Central W05,Midwest,East North Central,Ohio,10-10-2014,Google,0.12,224.6,108.2,-493.2384,8,"2,094.00",2014
Five Day,Small Business,furniture,Office Stuff,Central W05,Midwest,West North Central,Missouri,07-11-2011,Supply Comparer,0,153.98,49.92,38.6001,34,"5,323.00",2011
Five Day,Small Business,furniture,Office Stuff,North East W03,Midwest,West North Central,Kansas,25-04-2013,Google,0.2,163.98,52.74,-524.9376,11,"1,190.00",2013
Five Day,Small Business,furniture,Office Stuff,South West W02,Midwest,West North Central,Kansas,28-11-2008,Turbo Schoolz,0.1,123.98,28,-77.9724,2,256,2008
Five Day,Small Business,Ink,Printing Stuff,Central W05,Midwest,West North Central,Kansas,22-06-2013,Supply Comparer,0.24,137.98,28,-129.8745,7,756,2013
Five Day,Small Business,Ink,Printing Stuff,Central W05,Midwest,West North Central,South Dakota,05-01-2011,Yahoo,0.08,316.14,21.53,"4,189.23",24,"6,939.00",2011
Five Day,Small Business,Ink,Printing Stuff,North East W03,Midwest,West North Central,Nebraska,09-08-2009,Bing,0.18,222.98,53.96,-476.9691,9,"1,996.00",2009
Five Day,Small Business,inkjet printer,Printing Stuff,South East W04,Midwest,East North Central,Ohio,24-05-2008,Bing,0.06,215.29,25.21,-389.961,9,"1,675.00",2008
Five Day,Small Business,inkjet printer,Printing Stuff,South West W02,Midwest,East North Central,Ohio,28-04-2009,Eco Storez,0,123.98,2.01,"1,950.47",34,"3,112.00",2009
Five Day,Small Business,label makers,Paper Stuff,Central W05,Midwest,East North Central,Wisconsin,09-02-2008,Supply Comparer,0.12,101.97,10,-255.5733,1,107,2008
Five Day,Small Business,markers,Writing Stuff,North East W03,Midwest,East North Central,Wisconsin,23-03-2014,Google,0.16,494.14,11.7,449.996,13,"4,238.00",2014
Five Day,Small Business,office mat,Office Stuff,Central W05,Midwest,West North Central,Kansas,23-06-2014,Bing,0.15,93.98,27,-386.512,12,837,2014
Five Day,Small Business,organizer,Office Stuff,Central W05,Midwest,East North Central,Michigan,25-07-2010,Yahoo,0,150.98,33.84,-136.1778,2,257,2010
Five Day,Small Business,organizer,Office Stuff,Central W05,Midwest,East North Central,Michigan,03-12-2011,Bing,0,325.97,25.06,"2,038.60",12,"3,799.00",2011
Five Day,Small Business,organizer,Office Stuff,Central W05,Midwest,West North Central,Missouri,21-07-2010,Cheap Suppliez,0.21,"1,525.97",25.7,"-3,218.84",1,"1,466.00",2010
Five Day,Small Business,organizer,Office Stuff,South West W02,Midwest,West North Central,Kansas,12-05-2009,Google,0.18,525.48,12.63,827.5176,6,"2,637.00",2009
Five Day,Small Business,paper,Paper Stuff,Central W05,Midwest,East North Central,Illinois,08-01-2011,Yahoo,0.06,389.45,57,"7,254.05",41,"12,616.00",2011
Five Day,Small Business,paper,Paper Stuff,Central W05,Midwest,East North Central,Michigan,09-05-2014,Google,0.06,285.98,50.31,"2,651.21",26,"6,739.00",2014
Five Day,Small Business,paper,Paper Stuff,North East W03,Midwest,West North Central,Minnesota,12-08-2009,Eco Storez,0.09,144.98,32.09,-219.285,4,688,2009
Five Day,Small Business,paper,Paper Stuff,North East W03,Midwest,West North Central,Minnesota,08-10-2009,Print Manic,0,454.97,45.26,"2,137.00",10,"3,355.00",2009
Five Day,Small Business,paper,Paper Stuff,South West W02,Midwest,East North Central,Indiana,01-04-2011,Google,0.04,438.4,72.23,-628.5213,1,547,2011
Five Day,Small Business,pencils,Writing Stuff,Central W05,Midwest,East North Central,Illinois,04-12-2008,Print Manic,0.14,508.98,22,"3,670.30",13,"6,471.00",2008
Five Day,Small Business,pencils,Writing Stuff,Central W05,Midwest,East North Central,Ohio,09-10-2009,Turbo Schoolz,0.16,97.99,38,-154.2123,6,613,2009
Five Day,Small Business,pencils,Writing Stuff,Central W05,Midwest,East North Central,Wisconsin,17-05-2008,Turbo Schoolz,0.27,74.89,30.41,-73.8073,8,438,2008
Five Day,Small Business,pencils,Writing Stuff,Central W05,Midwest,West North Central,Nebraska,03-03-2010,Consumer Choice,0,70.23,22.75,-48.9398,1,28,2010
Five Day,Small Business,pencils,Writing Stuff,North West W01,Midwest,East North Central,Illinois,16-01-2011,Turbo Schoolz,0.27,301.98,45,-514.7765,3,807,2011
Five Day,Small Business,pens,Writing Stuff,Central W05,Midwest,East North Central,Ohio,25-08-2012,Google,0.08,243.75,66.64,-380.628,13,"2,590.00",2012
